tempo_s,bpm_ecg
1.41,71.43
2.28,69.44
3.13,70.26
4.06,64.52
5.01,63.42
5.96,62.89
6.96,59.88
8.00,57.92
9.08,55.25
10.15,56.07
11.15,60.12
12.09,63.83
13.02,64.79
13.92,66.23
14.84,65.22
15.73,68.03
16.61,67.87
17.54,64.79
18.49,62.76
19.41,65.65
20.38,61.60
21.43,57.25
22.36,64.24
23.31,63.16
24.15,71.43
24.97,73.35
25.81,71.43
26.68,68.81
27.56,68.34
28.50,64.10
29.35,70.42
30.16,73.53
30.99,72.82
31.82,72.29
32.67,70.75
33.48,74.07
34.32,70.92
35.15,72.46
35.99,71.60
36.81,73.35
37.65,71.43
38.52,68.65
39.39,68.81
40.24,70.59
41.05,74.26
41.79,81.30
42.53,80.65
43.26,81.97
44.01,80.21
44.80,76.14
45.62,73.35
46.47,70.42
47.34,68.97
48.19,70.75
48.93,80.43
49.68,80.65
50.43,79.79
51.24,74.07
52.12,68.34
53.02,66.52
53.96,63.69
54.91,63.16
55.87,62.63
56.82,63.29
57.71,66.96
58.59,68.34
59.44,70.42
60.19,80.00
60.93,81.52
61.66,82.64
62.40,80.43
63.19,76.14
64.11,64.94
64.96,70.92
65.72,78.53
66.53,74.63
67.39,69.61
68.27,68.34
69.14,68.65
69.92,76.73
70.69,78.33
71.45,78.95
72.22,78.12
73.00,76.73
73.81,74.26
74.63,72.99
75.45,72.82
76.28,72.64
77.09,74.07
77.88,76.34
78.67,75.95
79.46,75.95
80.24,76.34
81.05,74.63
81.88,72.29
82.72,71.43
83.57,70.59
84.44,68.49
85.33,67.87
86.17,71.09
86.99,73.53
87.83,71.43
88.67,70.92
89.52,70.42
90.37,70.75
91.19,73.71
92.01,73.17
92.78,77.52
93.59,74.44
94.45,69.61
95.31,69.93
96.19,68.18
97.05,69.77
97.89,71.43
98.67,76.14
99.44,78.53
100.17,81.74
100.90,82.42
101.63,82.64
102.35,82.64
103.07,83.33
103.76,86.71
104.48,83.80
105.20,82.87
105.92,84.03
106.70,76.34
107.56,70.42
108.40,71.09
109.26,69.93
110.13,68.81
111.00,69.28
111.80,74.81
112.59,75.95
113.37,76.73
114.15,76.92
114.95,75.38
115.71,78.12
116.47,79.58
117.25,76.73
118.08,72.12
118.86,76.92
119.71,70.42
120.61,66.67
121.53,65.65
122.44,66.08
123.34,66.52
124.20,69.77
125.03,71.94
125.80,78.12
126.52,82.87
127.23,84.51
127.96,83.10
128.72,78.12
129.58,69.77
130.50,65.65
131.49,60.36
132.51,59.17
133.53,58.71
134.58,56.82
135.64,57.03
136.62,60.85
137.60,61.35
138.55,63.03
139.45,66.96
140.31,69.77
141.16,70.42
142.02,69.93
142.86,71.09
143.63,78.12
144.38,79.58
145.14,79.79
145.91,77.12
146.77,70.26
147.70,64.38
148.66,62.76
149.55,67.26
150.40,70.42
151.27,68.65
152.15,68.81
153.01,69.77
153.82,73.53
154.61,76.14
155.40,76.14
156.20,74.44
157.06,70.42
157.95,67.26
158.81,69.93
159.72,65.50
160.64,65.65
161.57,64.38
162.45,67.87
163.32,68.81
164.21,68.03
165.11,66.08
166.05,64.10
166.97,65.36
167.92,63.03
168.89,62.11
169.80,65.65
170.73,64.52
171.66,64.38
172.55,67.26
173.44,67.87
174.36,65.08
175.24,68.03
176.16,65.65
177.05,67.26
177.87,72.99
178.68,73.89
179.50,72.99
180.36,70.26
181.19,71.94
182.07,68.49
182.99,65.22
183.86,68.49
184.73,69.61
185.61,68.03
186.49,68.18
187.34,70.75
188.20,69.44
189.07,69.28
189.88,73.35
190.67,76.73
191.47,74.63
192.29,73.53
193.11,72.82
193.93,72.99
194.75,73.53
195.54,75.76
196.31,77.52
197.06,80.43
197.75,87.21
198.45,85.96
199.14,86.71
199.86,82.87
200.66,75.00
201.55,67.87
202.43,68.18
203.33,66.52
204.21,68.18
205.02,74.07
205.84,72.82
206.65,74.44
207.47,72.64
208.26,76.34
209.01,79.79
209.80,76.14
210.54,80.65
211.31,78.33
212.07,78.95
212.86,75.76
213.65,75.76
214.45,75.57
215.24,75.38
216.04,75.57
216.81,77.92
217.59,76.53
218.39,75.19
219.22,71.94
220.07,70.59
220.94,69.12
221.85,66.08
222.76,66.23
223.63,68.65
224.52,67.42
225.45,64.79
226.33,67.72
227.23,66.52
228.15,65.50
229.06,65.79
229.98,65.65
230.89,65.36
231.78,68.03
232.69,65.93
233.60,65.36
234.52,65.65
235.44,65.08
236.38,63.83
237.29,65.79
238.23,64.24
239.13,66.67
240.02,67.11
240.92,66.52
241.82,66.96
242.72,66.67
243.56,71.26
244.35,75.57
245.16,74.26
245.98,73.35
246.77,76.34
247.62,70.42
248.52,66.37
249.42,66.82
250.33,66.08
251.24,65.93
252.13,67.11
253.00,69.28
253.88,67.72
254.76,68.34
255.66,66.96
256.53,69.12
257.45,65.08
258.43,61.35
259.38,62.89
260.36,61.22
261.34,61.10
262.26,65.50
263.09,72.12
263.92,72.12
264.67,80.65
265.42,80.00
266.19,77.12
266.99,75.38
267.88,67.26
268.77,67.72
269.59,72.99
270.31,82.87
271.06,80.65
271.81,79.79
272.58,78.12
273.33,80.21
274.11,76.92
274.89,76.73
275.67,76.53
276.44,78.33
277.19,80.00
277.89,85.71
278.59,85.96
279.28,86.71
279.98,85.47
280.69,84.03
281.37,88.76
282.06,86.96
282.79,82.19
283.61,72.82
284.52,66.08
285.58,56.93
286.50,64.94
287.46,62.76
288.38,64.66
289.32,63.97
290.24,65.50
291.12,68.18
291.95,72.29
292.68,81.52
293.41,82.87
294.17,78.53
294.98,74.44
295.85,69.12
296.77,65.22
297.73,62.11
298.71,61.10
299.65,64.38
300.55,66.67
301.38,71.77
302.18,75.19
302.95,77.92
303.70,80.43
304.38,87.21
305.09,84.99
305.82,82.64
306.59,77.32
307.38,75.76
308.22,72.12
309.00,76.73
309.73,81.52
310.42,87.21
311.14,83.80
311.86,83.10
312.63,78.33
313.42,75.38
314.26,71.77
315.09,72.12
315.91,73.35
316.70,76.14
317.46,78.33
318.16,85.96
318.86,85.47
319.55,87.46
320.26,84.03
321.05,75.95
321.94,67.57
322.84,66.96
323.75,65.50
324.64,67.72
325.45,74.07
326.25,74.63
327.07,73.17
327.88,74.26
328.71,72.29
329.53,73.17
330.30,77.52
331.10,75.00
331.91,74.07
332.74,72.29
333.58,71.60
334.44,70.26
335.28,71.43
336.06,76.34
336.84,76.92
337.63,76.14
338.42,76.34
339.20,76.53
339.99,75.57
340.79,75.38
341.58,75.95
342.38,75.00
343.14,78.74
343.91,78.33
344.68,77.92
345.45,77.72
346.18,81.97
346.87,87.46
347.57,85.71
348.27,84.99
349.03,79.58
349.83,74.63
350.64,74.26
351.47,72.12
352.25,76.73
352.97,84.03
353.70,81.97
354.44,81.08
355.20,78.95
355.99,75.76
356.79,75.19
357.60,74.26
358.40,75.00
359.14,80.86
359.89,80.00
360.64,80.21
361.36,83.57
362.09,81.52
362.83,81.30
363.59,78.95
364.39,75.00
365.20,74.07
365.97,78.33
366.74,77.72
367.51,77.92
368.30,75.76
369.11,73.89
369.95,71.26
370.83,68.81
371.72,67.42
372.62,66.23
373.50,68.49
374.36,69.44
375.23,69.44
376.08,70.42
376.89,73.53
377.72,72.82
378.53,73.89
379.32,75.76
380.12,75.19
380.95,72.46
381.80,70.26
382.67,68.97
383.49,73.71
