tempo_s,bpm_ecg
1.50,74.26
2.28,77.12
3.08,75.00
3.87,75.19
4.67,75.38
5.47,74.81
6.26,76.53
7.00,80.86
7.78,77.12
8.57,75.19
9.35,76.92
10.18,72.82
11.00,72.64
11.85,71.26
12.68,72.29
13.50,72.46
14.33,72.64
15.09,79.37
15.85,78.12
16.62,77.92
17.34,83.33
18.04,86.71
18.73,85.96
19.45,84.27
20.16,83.57
20.85,87.46
21.56,84.99
22.27,83.80
23.01,81.74
23.76,80.00
24.50,80.43
25.27,78.53
26.08,73.53
26.92,71.77
27.79,68.97
28.67,67.72
29.57,67.11
30.46,67.57
31.34,68.03
32.22,68.34
33.07,69.93
33.91,71.77
34.73,72.99
35.56,72.12
36.41,70.59
37.25,71.60
38.13,68.34
39.02,67.72
39.92,66.08
40.84,65.65
41.75,65.65
42.63,68.03
43.51,68.34
44.38,68.97
45.23,71.09
46.09,69.44
46.98,67.72
47.85,68.34
48.75,67.11
49.65,66.37
50.52,68.97
51.40,68.34
52.26,69.77
53.08,73.35
53.91,72.46
54.73,72.46
55.53,75.38
56.37,71.77
57.18,73.35
58.01,72.46
58.86,70.42
59.69,72.82
60.53,71.43
61.37,70.92
62.19,73.71
63.04,70.26
63.88,71.26
64.73,70.75
65.60,68.81
66.46,69.77
67.36,67.26
68.26,66.52
69.11,70.59
69.98,68.97
70.82,71.43
71.66,71.43
72.52,69.61
73.35,72.29
74.21,69.61
75.09,68.18
75.93,71.26
76.82,68.03
77.68,69.44
78.56,68.49
79.44,67.72
80.29,70.75
81.15,69.93
82.02,68.65
82.91,67.57
83.79,67.87
84.70,66.52
85.55,69.93
86.41,69.77
87.27,69.93
88.09,73.71
88.93,71.43
89.76,71.77
90.59,72.82
91.44,70.09
92.27,72.29
93.12,70.92
93.97,70.75
94.78,73.71
95.60,72.82
96.40,75.00
97.21,74.63
98.02,74.07
98.81,75.95
99.63,72.99
100.46,72.12
101.27,73.89
102.11,71.77
102.94,72.29
103.77,72.64
104.62,70.42
105.46,71.26
106.29,72.29
107.13,71.09
107.95,73.17
108.80,70.75
109.65,70.42
110.50,71.26
111.37,68.65
112.24,69.12
113.07,71.94
113.94,69.12
114.81,68.81
115.66,70.59
116.53,69.44
117.36,72.12
118.21,70.75
119.06,70.26
119.87,73.89
120.71,71.77
121.55,71.43
122.36,73.53
123.21,71.09
124.03,72.99
124.85,73.35
125.67,73.17
126.45,76.73
127.25,75.19
128.05,75.00
128.83,77.12
129.64,73.35
130.46,73.71
131.25,75.76
132.07,73.35
132.87,75.00
133.65,76.73
134.46,74.44
135.23,77.52
136.04,73.71
136.87,72.64
137.67,75.38
138.48,73.89
139.30,72.99
140.08,76.73
140.89,74.44
141.69,75.00
142.49,75.00
143.30,73.71
144.10,74.81
144.91,74.07
145.73,73.35
146.51,77.12
147.31,75.38
148.11,74.63
148.88,78.12
149.68,74.63
150.50,73.53
151.33,72.46
152.18,69.93
153.01,72.64
153.86,70.59
154.72,69.44
155.56,72.12
156.39,72.29
157.22,71.94
158.05,72.29
158.87,73.53
159.71,71.26
160.55,71.43
161.37,72.99
162.22,70.26
163.10,68.81
163.92,72.46
164.77,70.92
165.62,70.59
166.45,72.29
167.30,70.75
168.16,69.93
168.99,72.29
169.85,69.44
170.70,70.26
171.55,70.75
172.40,70.59
173.20,75.57
173.98,76.53
174.72,81.30
175.45,82.19
176.19,81.08
176.92,82.42
177.68,78.53
178.47,76.14
179.24,77.32
180.04,75.57
180.84,74.44
181.61,78.33
182.39,77.12
183.18,75.38
183.95,78.53
184.74,75.76
185.55,74.44
186.33,76.14
187.16,72.82
187.99,71.94
188.81,73.35
189.64,72.12
190.47,72.29
191.28,74.44
192.10,72.82
192.92,73.53
193.74,72.82
194.58,71.60
195.40,72.99
196.25,71.09
197.10,70.09
197.94,71.94
198.78,70.92
199.64,70.26
200.43,75.19
201.26,72.99
202.09,71.77
202.92,72.12
203.75,72.82
204.62,68.81
205.49,69.12
206.32,72.46
207.14,72.64
207.97,72.46
208.78,73.71
209.63,71.09
210.48,70.59
211.35,68.97
212.25,66.37
213.13,68.65
214.01,67.72
214.91,67.11
215.76,70.59
216.60,70.92
217.46,69.77
218.30,71.60
219.14,71.26
219.99,70.59
220.82,72.29
221.67,70.92
222.53,69.77
223.37,71.09
224.23,69.93
225.09,69.77
225.92,72.29
226.77,70.92
227.60,71.77
228.39,75.95
229.20,73.89
229.99,76.34
230.74,80.00
231.52,77.32
232.30,76.92
233.08,76.92
233.90,72.46
234.75,70.92
235.57,72.99
236.46,67.72
237.32,69.44
238.19,69.12
239.07,68.03
239.93,70.09
240.77,71.26
241.56,75.95
242.34,76.73
243.12,77.12
243.89,78.12
244.66,77.72
245.43,78.12
246.20,78.12
246.94,80.86
247.67,81.97
248.38,84.99
249.09,83.80
249.84,80.65
250.61,77.92
251.38,77.72
252.20,73.35
253.03,71.94
253.89,69.93
254.76,68.81
255.61,70.59
256.48,68.97
257.36,68.49
258.24,67.72
259.14,67.11
260.01,68.97
260.89,68.03
261.76,68.81
262.59,72.12
263.39,75.19
264.15,79.37
264.89,80.43
265.66,78.33
266.41,80.21
267.20,75.95
268.02,73.17
268.82,74.26
269.67,70.92
270.53,69.61
271.37,71.94
272.22,70.09
273.07,70.75
273.92,70.75
274.77,70.75
275.60,71.60
276.46,70.26
277.29,72.29
278.16,69.12
279.03,68.49
279.89,69.61
280.78,67.57
281.66,68.18
282.54,68.34
283.42,67.87
284.29,69.44
285.18,67.57
286.02,70.92
286.87,70.59
287.73,69.77
288.55,73.35
289.41,69.93
290.27,69.28
291.12,71.09
291.98,69.61
292.84,69.61
293.67,72.46
294.52,70.26
295.37,70.59
296.19,73.89
297.02,71.94
297.88,70.09
298.73,70.42
299.61,68.03
300.48,69.12
301.37,67.57
302.22,69.93
303.08,69.93
303.93,70.75
304.77,71.09
305.62,70.92
306.44,73.53
307.28,70.75
308.13,71.09
308.98,70.42
309.86,68.18
310.73,68.81
311.63,66.96
312.50,68.49
313.40,67.11
314.27,68.81
315.14,68.65
316.00,69.93
316.87,69.12
317.73,69.77
318.58,70.26
319.45,69.61
320.28,71.94
321.10,73.53
321.86,78.12
322.65,75.95
323.46,74.07
324.26,75.38
325.06,75.19
325.85,75.76
326.65,74.81
327.45,75.38
328.20,79.37
328.98,76.92
329.76,76.92
330.57,74.63
331.39,73.35
332.21,72.46
333.06,71.26
333.91,70.09
334.79,68.65
335.64,70.42
336.50,69.61
337.37,68.97
338.21,71.09
339.09,68.49
339.98,67.57
340.83,70.42
341.71,68.18
342.59,68.34
343.45,69.77
344.34,67.57
345.21,68.65
346.04,71.94
346.90,70.09
347.76,69.61
348.59,72.64
349.42,71.77
350.26,72.12
351.06,74.44
351.90,71.94
352.74,70.75
353.59,70.75
354.48,67.57
355.37,67.57
356.23,69.28
357.11,68.49
357.98,69.28
358.85,68.97
359.72,68.81
360.54,72.82
361.37,72.64
362.21,71.26
363.02,73.89
363.86,71.26
364.72,70.26
365.54,73.35
366.36,72.46
367.19,72.29
368.01,73.53
368.81,75.38
369.62,74.07
370.44,73.17
371.25,73.35
372.10,70.75
372.95,71.09
373.77,72.82
374.61,71.43
375.44,72.12
376.26,73.35
377.09,72.46
377.91,73.35
378.72,73.89
379.54,72.99
380.33,75.95
381.15,73.53
381.95,74.26
382.76,74.44
383.59,72.46
384.40,73.53
385.25,70.92
386.10,70.59
386.91,73.89
387.75,71.60
388.56,73.71
389.36,75.00
390.18,73.53
390.99,74.26
391.80,73.89
392.63,72.29
393.44,73.89
394.24,75.00
395.06,73.71
395.86,75.00
396.66,75.00
397.46,74.63
398.24,76.92
399.02,77.32
399.80,76.73
400.56,78.33
401.32,79.58
402.09,77.92
402.85,79.16
403.60,79.16
404.39,76.53
405.16,77.92
405.92,79.16
406.69,77.32
407.47,76.92
408.22,80.43
408.99,77.52
409.78,75.76
410.53,80.00
411.31,77.32
412.09,77.32
412.85,78.74
413.61,78.33
414.40,76.14
415.19,75.76
415.98,76.73
416.78,74.26
417.59,74.63
418.37,76.34
419.17,75.76
419.94,77.52
420.72,77.12
421.49,77.32
422.25,79.37
422.98,81.97
423.73,80.00
424.50,77.92
425.26,79.37
426.04,77.12
426.83,75.95
427.60,77.72
428.39,75.76
429.20,74.44
429.98,76.14
430.80,73.71
431.63,72.29
432.42,75.76
433.22,75.38
434.01,75.76
434.78,77.52
435.59,74.44
436.40,73.71
437.21,74.07
438.05,71.26
438.91,69.77
439.77,70.26
440.64,68.97
441.51,69.12
442.36,70.09
443.25,67.57
444.14,67.42
445.01,69.28
445.88,68.34
446.75,69.61
447.61,69.77
448.46,70.09
449.30,71.77
450.14,70.92
451.00,70.42
451.82,72.99
452.67,70.59
453.54,69.12
454.37,71.94
455.22,70.26
456.07,70.92
456.88,73.89
457.69,73.89
458.50,74.63
459.28,76.53
460.09,73.89
460.90,74.81
461.67,77.72
462.47,75.00
463.25,76.53
464.01,79.16
464.73,83.33
465.41,87.72
466.13,83.80
466.87,81.30
467.64,77.92
468.39,80.21
469.16,77.32
469.95,75.76
470.75,75.38
471.52,78.12
472.32,74.81
473.12,75.19
473.89,77.32
474.69,75.57
475.51,72.99
476.33,72.99
477.15,73.53
478.00,70.26
478.85,70.75
479.69,71.77
480.54,70.09
481.37,72.29
482.20,72.82
483.03,72.29
483.85,72.99
484.67,72.99
485.50,72.12
