tempo_s,bpm_ecg
1.02,89.55
1.68,91.74
2.34,91.19
2.97,95.24
3.58,98.36
4.19,98.36
4.84,91.46
5.53,86.96
6.20,89.55
6.86,91.74
7.52,90.63
8.20,88.24
8.85,91.46
9.49,94.64
10.10,98.68
10.70,99.67
11.29,101.35
11.88,101.69
12.49,99.01
13.09,98.68
13.72,95.54
14.40,88.24
15.10,86.46
15.78,87.21
16.47,87.46
17.14,90.09
17.82,87.72
18.48,90.36
19.11,95.24
19.75,94.94
20.38,94.94
20.99,97.40
21.60,98.36
22.20,100.67
22.79,101.01
23.39,100.67
24.00,98.04
24.61,99.01
25.21,99.67
25.82,98.68
26.43,98.04
27.03,99.67
27.64,99.01
28.25,98.04
28.86,99.01
29.46,100.00
30.05,101.69
30.62,103.81
31.20,104.17
31.79,102.04
32.38,101.35
32.97,101.35
33.56,102.39
34.14,102.39
34.73,101.69
35.31,103.45
35.90,102.74
36.47,105.26
37.04,104.90
37.63,102.04
38.22,102.04
38.79,104.53
39.36,104.90
39.95,102.04
40.53,103.09
41.12,102.74
41.68,105.63
42.24,107.53
42.79,109.09
43.35,107.53
43.91,106.38
44.47,107.91
45.03,107.91
45.60,105.26
46.16,105.63
46.73,106.01
47.30,104.53
47.88,103.45
48.48,100.33
49.08,99.67
49.67,102.04
50.25,103.45
50.83,103.09
51.43,101.35
52.01,103.09
52.58,104.90
53.16,104.17
53.75,101.35
54.34,100.67
54.94,100.00
55.58,94.94
56.22,93.17
56.85,95.54
57.46,97.72
58.08,97.09
58.69,99.01
59.30,97.40
59.93,96.15
60.55,95.54
61.17,98.04
61.78,98.36
62.38,98.68
62.99,99.01
63.59,99.34
64.20,98.68
64.79,101.69
65.38,102.04
65.99,97.72
66.64,92.88
67.28,94.34
67.87,101.35
68.45,102.74
69.04,101.69
69.62,103.45
70.21,102.04
70.83,97.09
71.45,96.46
72.06,99.01
72.68,96.77
73.30,95.54
73.92,97.09
74.58,90.63
75.24,91.74
75.88,93.17
76.51,95.85
77.11,100.00
77.70,102.04
78.29,101.69
78.89,99.34
79.51,97.40
80.11,98.68
80.74,95.85
81.40,91.46
82.05,91.19
82.74,87.46
83.45,84.27
84.13,88.76
84.81,88.50
85.48,89.02
86.13,92.31
86.76,94.94
87.40,93.75
88.04,93.46
88.68,94.64
89.32,92.88
89.98,90.91
90.63,93.17
91.28,91.74
91.94,91.74
92.58,93.75
93.22,93.17
93.87,92.31
94.50,95.54
95.11,97.72
95.74,96.15
96.37,94.64
97.00,95.85
97.60,99.01
98.22,97.72
98.87,92.31
99.52,92.31
100.15,95.24
100.79,92.88
101.45,91.19
102.11,90.63
102.79,88.50
103.48,87.46
104.15,88.76
104.81,91.19
105.47,91.46
106.14,88.50
106.88,81.74
107.61,81.52
108.34,82.19
109.05,84.75
109.72,90.09
110.38,90.91
111.06,88.50
111.71,91.46
112.40,87.72
113.05,92.02
113.69,94.04
114.33,92.88
114.97,93.46
115.60,95.24
116.21,99.67
116.79,102.74
117.38,101.01
118.00,96.77
118.64,94.04
119.28,94.34
119.91,94.94
120.52,97.72
121.12,100.67
121.73,98.04
122.36,94.94
122.98,96.77
123.62,94.94
124.26,93.75
124.90,93.17
125.53,94.94
126.15,97.72
126.74,100.33
127.32,104.17
127.89,104.90
128.47,103.45
129.08,99.01
129.71,94.34
130.35,94.64
130.95,100.00
131.57,96.77
132.20,94.94
132.82,96.77
133.42,100.67
134.00,102.04
134.59,101.69
135.20,99.01
135.81,98.36
136.40,101.69
136.98,103.09
137.57,102.04
138.18,99.01
138.81,95.24
139.42,98.36
140.05,95.24
140.70,92.02
141.37,89.29
142.07,85.23
142.74,90.36
143.38,92.88
144.05,90.63
144.71,89.82
145.36,92.31
145.98,97.72
146.59,98.04
147.21,97.09
147.85,93.17
148.50,92.59
149.14,94.34
149.80,90.36
150.45,92.59
151.12,89.29
151.78,90.36
152.43,92.31
153.09,91.74
153.73,93.46
154.36,95.24
155.00,93.17
155.64,93.75
156.28,94.94
156.93,92.31
157.58,92.31
158.20,95.54
158.84,94.34
159.48,93.46
160.13,92.88
160.78,92.31
161.48,85.47
162.23,80.21
162.91,88.50
163.57,90.36
164.20,94.64
164.83,96.15
165.46,94.64
166.13,90.09
166.80,89.82
167.46,89.82
168.16,86.46
168.83,89.29
169.52,86.46
170.21,87.21
170.88,90.09
171.53,92.02
172.17,93.17
172.81,94.34
173.45,94.34
174.07,96.77
174.67,99.01
175.27,100.33
175.86,101.69
176.45,101.69
177.06,99.01
177.69,94.34
178.31,96.46
178.94,96.15
179.60,91.19
180.24,93.46
180.88,93.46
181.54,91.19
182.21,89.02
182.87,91.19
183.51,94.34
184.11,98.68
184.71,100.33
185.32,99.34
185.91,101.35
186.49,103.09
187.08,102.04
187.68,99.01
188.27,102.04
188.86,101.35
189.44,104.90
190.01,104.53
190.61,100.67
191.20,101.01
191.81,97.72
192.45,94.04
193.09,93.75
193.73,93.75
194.34,98.68
194.94,100.00
195.56,97.09
196.17,97.72
196.78,98.36
197.37,102.39
197.96,101.35
198.57,98.68
199.17,99.01
199.82,93.17
200.51,86.21
201.20,87.46
201.88,87.72
202.59,85.47
203.29,85.47
203.94,91.46
204.60,91.46
205.27,89.29
205.98,84.99
206.67,86.46
207.34,90.36
208.01,89.55
208.69,87.21
209.36,90.09
210.03,89.02
210.72,87.21
211.40,87.98
212.10,86.46
212.80,85.71
213.50,85.96
214.18,87.46
214.83,92.59
215.49,91.46
216.17,87.98
216.88,83.80
217.55,90.09
218.21,90.91
218.90,87.46
219.59,86.96
220.25,89.82
220.95,86.71
221.69,81.08
222.39,84.99
223.10,84.75
223.81,84.03
224.50,87.46
225.18,88.76
225.85,88.76
226.51,90.91
227.16,93.17
227.81,92.31
228.47,90.91
229.13,90.63
229.76,94.34
230.41,92.59
231.07,91.19
231.74,90.09
232.39,92.31
233.05,90.36
233.70,92.02
234.36,91.74
235.01,91.19
235.68,89.82
236.39,85.23
237.08,86.21
237.74,90.91
238.40,91.74
239.05,92.02
239.69,93.17
240.31,97.40
240.92,97.40
241.54,97.09
242.16,97.09
242.78,96.46
243.41,95.24
244.04,95.24
244.70,90.63
245.36,90.91
246.04,89.02
246.71,89.55
247.36,91.46
248.00,94.64
248.63,94.94
249.26,95.24
249.88,96.15
250.49,99.67
251.09,100.00
251.70,97.40
252.33,95.24
252.96,95.54
253.60,94.04
254.24,93.75
254.90,90.63
255.56,90.91
256.23,89.02
256.91,88.50
257.57,91.19
258.20,94.64
258.83,95.24
259.46,95.24
260.08,97.09
260.72,94.64
261.37,91.74
262.01,93.46
262.67,90.91
263.33,90.91
263.97,94.64
264.61,93.17
265.25,93.46
265.89,94.64
266.54,91.74
267.19,91.74
267.82,96.15
268.45,94.64
269.09,93.46
269.77,88.76
270.45,88.24
271.14,87.46
271.79,92.02
272.42,95.54
273.05,94.94
273.69,93.75
274.32,94.94
275.01,86.96
275.71,86.21
276.38,88.50
277.07,87.46
277.75,87.72
278.42,89.55
279.11,86.96
279.80,87.46
280.49,86.71
281.16,89.82
281.80,94.04
282.43,94.34
283.08,93.46
283.73,91.19
284.36,95.54
284.99,94.94
285.62,95.54
286.24,97.09
286.85,98.04
287.48,96.15
288.12,93.46
288.74,96.77
289.36,95.85
289.97,99.01
290.58,98.68
291.21,95.54
291.83,95.54
292.48,92.31
293.15,89.82
293.82,89.55
294.46,93.46
295.11,92.59
295.76,92.31
296.43,89.82
297.11,88.24
297.81,85.71
298.51,85.96
299.19,88.50
299.88,86.46
300.58,85.23
301.27,87.98
301.99,82.87
302.74,80.21
303.45,84.27
304.14,86.46
304.83,87.98
305.49,90.09
306.17,88.24
306.88,84.51
307.57,86.71
308.25,88.50
308.93,88.50
309.57,94.04
310.20,94.34
310.83,96.15
311.44,97.40
312.09,92.88
312.73,94.04
313.36,94.64
314.00,94.34
314.62,96.77
315.23,97.40
315.88,93.17
316.55,89.29
317.21,90.91
317.90,86.96
318.59,87.21
319.28,86.71
319.94,90.36
320.62,88.76
321.31,87.46
321.99,88.24
322.62,94.04
323.25,96.15
323.88,94.34
324.54,91.19
325.22,89.02
325.85,94.34
326.48,95.54
327.09,98.68
327.69,100.00
328.30,98.68
328.93,94.04
329.56,95.85
330.20,93.17
330.87,89.82
331.52,92.02
332.20,89.29
332.89,86.21
333.56,89.55
334.23,89.29
334.92,87.72
335.59,89.82
336.26,89.55
336.95,86.21
337.65,85.71
338.33,88.24
338.99,91.74
339.65,90.09
340.32,90.36
340.98,90.63
341.64,91.19
342.34,84.75
343.06,83.80
343.77,84.99
344.49,82.42
345.19,85.71
345.88,87.46
346.59,84.03
347.28,87.21
347.96,88.76
348.64,87.98
349.33,86.96
350.01,88.50
350.68,89.02
351.34,90.91
351.99,92.88
352.63,93.75
353.28,91.46
353.95,90.09
354.63,88.24
355.36,82.64
356.07,83.57
356.80,82.64
357.53,81.74
358.24,84.75
358.96,83.33
359.68,84.03
360.36,87.98
361.05,86.21
361.76,85.47
362.43,89.02
363.11,87.72
363.82,85.23
364.54,82.64
365.26,83.33
365.96,85.96
366.62,91.19
367.25,94.64
367.88,95.24
368.54,91.19
369.23,86.71
369.96,82.64
370.70,81.30
371.46,78.95
372.21,80.00
372.93,82.64
373.63,86.71
374.28,91.46
374.92,93.46
375.58,91.74
376.21,94.64
376.85,93.46
377.51,90.91
378.21,86.21
378.90,86.96
379.57,90.09
380.22,91.46
380.91,86.71
381.59,89.02
382.24,91.46
382.89,92.59
383.55,90.63
384.24,87.46
384.91,89.02
385.58,89.82
386.25,90.09
386.91,90.63
387.57,90.36
388.22,93.17
388.87,91.46
389.62,80.65
390.39,77.92
391.19,74.63
392.01,73.17
392.76,80.00
393.50,81.08
394.25,80.43
394.94,86.21
395.63,87.46
396.33,86.21
397.03,85.71
397.71,87.72
398.41,85.96
399.12,84.03
