tempo_s,bpm_ecg
1.07,99.67
1.70,95.54
2.35,92.31
2.96,98.04
3.56,100.67
4.14,102.74
4.72,103.09
5.30,103.81
5.87,106.01
6.43,105.63
7.01,104.53
7.57,106.01
8.13,107.91
8.68,109.09
9.23,109.89
9.77,109.49
10.34,106.01
10.94,100.33
11.53,101.69
12.09,106.01
12.64,109.89
13.18,111.94
13.70,114.07
14.23,114.07
14.76,112.36
15.32,108.30
15.89,104.90
16.45,107.14
17.00,109.49
17.56,107.14
18.13,104.17
18.73,100.00
19.34,99.01
19.94,100.33
20.52,103.09
21.10,102.39
21.67,105.26
22.23,107.53
22.77,110.70
23.32,110.70
23.85,111.94
24.38,112.78
24.92,111.52
25.46,111.11
26.00,111.94
26.54,110.70
27.09,109.89
27.62,111.52
28.15,113.21
28.69,112.36
29.23,110.70
29.80,106.01
30.38,103.09
30.93,107.91
31.48,109.49
32.03,110.29
32.57,109.49
33.12,110.29
33.65,111.94
34.20,110.70
34.74,109.89
35.28,111.52
35.82,111.94
36.35,111.94
36.88,114.07
37.41,112.78
37.95,111.11
38.53,103.45
39.13,100.00
39.76,94.94
40.40,93.75
41.03,95.54
41.62,101.01
42.22,100.00
42.81,102.04
43.39,104.17
43.96,105.26
44.53,104.53
45.10,104.90
45.67,105.26
46.24,105.63
46.82,103.09
47.38,107.14
47.96,103.45
48.58,98.04
49.20,95.54
49.83,95.85
50.46,95.85
51.09,94.04
51.73,93.75
52.36,95.85
52.97,98.36
53.55,102.74
54.12,105.26
54.70,103.81
55.30,101.01
55.90,99.67
56.50,100.33
57.10,99.67
57.68,102.39
58.24,107.14
58.81,106.38
59.37,106.38
59.96,102.74
60.58,95.54
61.23,93.46
61.87,93.75
62.49,95.85
63.10,99.01
63.70,99.67
64.28,103.45
64.86,103.09
65.45,102.39
66.06,97.72
66.70,93.75
67.37,90.36
68.02,91.46
68.68,90.91
69.34,90.91
69.99,92.88
70.60,98.68
71.18,102.04
71.77,103.09
72.35,102.04
72.96,99.67
73.54,102.74
74.12,103.81
74.71,102.04
75.29,102.39
75.86,106.38
76.43,104.17
77.03,101.01
77.61,103.45
78.20,101.69
78.76,105.63
79.33,106.01
79.90,104.90
80.49,102.74
81.08,101.69
81.65,103.81
82.23,104.90
82.80,105.26
83.35,107.53
83.91,108.30
84.47,107.53
85.02,108.30
85.58,106.38
86.15,106.01
86.72,105.63
87.30,103.45
87.87,104.53
88.45,104.53
89.02,103.81
89.59,105.63
90.15,107.53
90.70,109.09
91.24,111.11
91.79,108.70
92.36,106.01
92.94,103.81
93.55,98.04
94.17,96.46
94.80,95.24
95.42,96.46
