tempo_s,bpm_ecg
1.55,51.81
2.70,52.54
3.86,51.46
4.99,53.00
6.12,53.29
7.21,55.25
8.29,55.45
9.32,58.25
10.34,58.82
11.46,53.48
12.61,52.36
13.77,51.55
14.93,51.64
16.06,53.19
17.14,55.76
18.22,55.25
19.34,53.67
20.43,55.15
21.55,53.57
22.67,53.29
23.81,52.63
24.97,51.72
26.14,51.55
27.27,52.82
28.41,53.00
29.52,53.67
30.61,55.45
31.67,56.18
32.74,56.50
33.79,57.03
34.84,57.25
35.90,56.29
37.00,54.64
38.08,55.56
39.16,55.35
40.25,55.35
41.29,57.80
42.28,60.48
43.27,60.36
44.31,57.69
45.48,51.28
46.65,51.28
47.82,51.46
48.93,53.86
50.00,55.97
51.07,56.50
52.11,57.36
53.18,56.39
54.26,55.25
55.42,51.72
56.60,51.11
57.75,51.90
58.84,55.15
59.92,55.45
61.00,55.45
62.06,56.60
63.13,56.29
64.17,57.47
65.27,54.74
66.41,52.72
67.61,49.83
68.77,51.81
69.87,54.74
70.94,55.66
72.07,53.48
73.19,53.38
74.31,53.76
75.39,55.56
76.45,56.60
77.52,55.87
78.59,56.29
79.67,55.35
80.72,57.25
81.78,56.29
82.85,56.39
83.88,58.14
84.91,58.48
85.98,56.07
87.09,53.96
88.18,54.74
89.28,54.84
90.35,55.76
91.47,53.76
92.59,53.38
93.71,53.67
94.82,54.15
95.93,54.25
97.01,55.25
98.08,56.18
99.12,57.92
100.13,59.29
101.14,59.52
102.15,59.06
103.19,57.80
104.31,53.48
105.46,52.26
106.64,50.68
107.77,53.10
108.87,54.74
109.96,55.25
111.02,56.29
112.09,56.29
113.16,55.87
114.26,54.64
115.32,56.39
116.38,56.60
117.50,53.86
118.66,51.64
119.84,50.93
121.05,49.67
122.23,50.85
123.40,51.02
124.58,50.76
125.78,50.17
127.02,48.39
128.24,49.26
129.46,49.10
130.67,49.59
131.83,51.55
132.95,53.57
134.00,57.14
135.09,55.45
136.24,51.99
137.40,51.90
138.53,53.10
139.63,54.35
140.72,55.25
141.75,58.03
142.80,57.36
143.86,56.60
145.00,52.63
146.22,49.18
147.42,49.83
148.64,49.10
149.80,51.81
150.96,51.81
152.12,51.46
153.28,51.90
154.44,51.55
155.65,49.92
156.89,48.39
158.15,47.62
159.38,48.54
160.60,49.34
161.78,50.85
162.95,51.02
164.13,50.93
165.26,53.00
166.40,52.91
167.51,54.05
168.60,54.84
169.72,53.76
170.87,52.08
172.07,50.08
173.25,50.93
174.39,52.45
175.54,52.26
176.67,53.00
177.79,53.76
178.86,55.76
179.94,55.76
181.05,54.15
182.20,52.17
183.42,49.02
184.63,49.50
185.81,50.76
186.94,53.10
188.11,51.64
189.25,52.26
190.39,52.72
191.53,52.91
192.63,54.25
193.76,53.19
194.86,54.55
195.97,54.05
197.05,55.35
198.17,53.76
199.31,52.72
200.47,51.81
201.61,52.63
202.76,52.08
203.94,50.68
205.12,50.76
206.28,51.99
207.41,52.82
208.58,51.37
209.76,51.11
210.94,50.68
212.21,47.24
213.49,46.73
214.76,47.24
215.99,48.94
217.18,50.42
218.36,50.68
219.57,49.75
220.80,48.78
222.02,49.02
223.22,50.00
224.41,50.59
225.58,51.19
226.70,53.76
227.81,53.86
228.96,52.45
230.19,48.47
231.46,47.54
232.67,49.26
233.87,50.00
235.09,49.34
236.30,49.67
237.45,52.17
238.60,52.17
239.67,55.76
240.78,54.25
241.90,53.48
243.06,51.90
244.19,53.19
245.33,52.54
246.46,53.10
247.56,54.55
248.63,56.18
249.71,55.25
250.97,47.85
252.18,49.26
253.38,50.34
254.56,50.59
255.70,52.82
256.81,53.76
257.93,53.86
259.06,53.10
260.21,52.17
261.39,50.76
262.57,50.85
263.74,51.37
264.86,53.57
265.94,55.56
266.98,57.69
267.98,59.76
269.00,59.06
270.01,59.52
271.01,59.88
271.99,60.85
272.96,61.86
273.93,62.24
274.93,59.64
275.96,58.59
277.04,55.56
278.15,53.76
279.27,53.76
280.44,51.28
281.59,52.17
282.72,52.91
283.80,55.56
284.89,55.05
285.90,59.52
286.88,61.60
287.81,64.24
288.72,66.08
289.61,67.57
290.48,68.97
291.34,69.28
292.23,67.57
293.19,62.37
294.35,51.81
295.58,48.94
296.76,50.51
297.94,51.11
299.05,54.15
300.16,53.76
301.25,54.95
302.36,54.35
303.47,54.05
304.56,55.15
305.62,56.29
306.72,54.55
307.88,51.90
309.05,51.19
310.21,51.64
311.37,51.72
312.48,54.05
313.54,56.50
314.59,57.36
315.62,58.37
316.68,56.50
317.76,55.35
318.78,59.17
319.94,51.81
321.13,50.17
322.33,50.17
323.48,52.26
324.60,53.29
325.70,54.64
326.76,56.50
327.79,58.48
328.80,59.17
329.84,57.69
330.90,56.60
331.99,54.95
333.15,51.99
334.32,51.19
335.52,49.92
336.73,49.75
337.91,50.59
339.08,51.55
340.21,53.19
341.29,55.25
342.34,57.47
343.37,58.03
344.40,58.37
345.46,56.60
346.55,54.74
347.67,53.67
348.79,53.86
349.90,53.67
351.03,53.48
352.12,55.05
353.29,51.11
354.45,51.90
355.59,52.36
356.72,53.38
357.83,53.86
358.99,51.90
360.13,52.45
361.24,53.86
362.34,54.64
363.45,54.35
364.52,55.76
365.58,56.71
366.70,53.57
367.82,53.57
368.92,54.55
370.00,55.76
371.07,55.87
372.15,55.45
373.23,55.76
374.29,56.50
375.33,57.58
376.38,57.14
377.43,57.03
378.50,56.39
379.61,54.05
380.71,54.55
381.82,54.15
382.89,55.87
383.88,60.73
384.82,63.56
385.73,65.79
386.62,67.57
387.47,70.42
388.30,72.82
389.13,72.46
389.98,70.26
390.92,63.97
391.95,58.37
393.06,53.67
394.18,53.96
395.27,55.05
396.33,56.50
397.41,55.25
398.51,54.64
399.67,51.72
400.83,51.64
401.96,53.48
403.07,53.67
404.24,51.28
405.40,51.72
406.60,50.00
407.79,50.68
408.95,51.64
410.10,51.99
411.24,52.63
412.40,51.90
413.58,51.02
414.75,51.11
415.91,51.72
417.06,52.26
418.20,52.72
419.33,52.91
420.45,53.76
421.58,52.72
422.77,50.51
423.94,51.28
425.11,51.55
426.24,53.10
427.36,53.48
428.50,52.45
429.64,52.54
430.87,49.10
432.10,48.54
433.31,49.83
434.51,49.75
435.67,51.90
436.79,53.67
437.93,52.54
439.04,54.05
440.19,51.99
441.32,53.38
442.44,53.57
443.55,53.76
444.63,55.76
445.74,53.76
446.90,51.72
448.07,51.28
449.25,50.85
450.42,51.46
451.59,51.19
452.74,52.08
453.91,51.28
455.10,50.51
456.26,51.99
457.37,53.76
458.48,54.35
459.58,54.35
460.66,55.45
461.73,55.97
462.83,54.95
463.98,51.99
465.17,50.59
466.33,51.64
467.51,50.85
468.64,52.82
469.74,54.64
470.81,55.97
471.88,56.50
472.92,57.36
474.00,55.56
475.11,54.35
476.22,53.86
477.35,52.91
478.51,51.90
479.65,52.63
480.80,52.08
482.00,49.92
483.22,49.34
484.42,50.08
485.61,50.42
486.77,51.64
487.91,52.45
489.11,50.25
490.29,50.85
491.46,51.11
492.69,49.02
493.89,49.83
495.07,51.02
