tempo_s,bpm_ecg
1.33,72.82
2.18,70.42
3.07,67.26
3.92,70.75
4.77,70.09
5.64,69.28
6.49,70.42
7.30,74.44
8.10,74.44
8.93,72.82
9.74,74.26
10.47,81.97
11.21,81.08
11.98,77.92
12.75,77.72
13.54,75.57
14.37,72.99
15.20,71.77
16.03,72.82
16.80,77.12
17.63,72.64
18.49,69.77
19.32,72.12
20.14,73.53
20.99,70.59
21.85,69.93
22.67,72.99
23.53,69.77
24.41,67.87
25.26,71.09
26.06,74.63
26.86,75.00
27.63,78.33
28.40,77.12
29.19,76.73
29.94,79.37
30.72,77.52
31.51,75.38
32.32,73.89
33.13,74.26
33.93,75.00
34.71,77.32
35.46,79.37
36.21,80.86
36.94,81.30
37.66,83.33
38.38,83.80
39.10,83.33
39.80,85.47
40.51,84.27
41.23,83.57
41.94,84.51
42.66,83.80
43.35,87.21
44.04,86.71
44.75,84.51
45.44,86.71
46.15,84.99
46.84,86.71
47.54,85.96
48.23,86.96
48.89,90.36
49.56,89.29
50.22,91.19
50.88,91.19
51.54,90.36
52.21,90.36
52.89,87.98
53.58,87.21
54.29,84.27
55.01,83.33
55.76,80.00
56.51,79.79
57.27,79.37
57.99,82.87
58.70,84.51
59.40,85.71
60.09,86.71
60.77,87.98
61.45,88.50
62.13,88.50
62.82,87.46
63.51,86.96
64.18,88.76
64.84,91.19
65.51,90.09
66.20,86.71
66.91,84.75
67.63,82.64
68.33,86.46
69.03,85.47
69.73,85.23
70.44,84.51
71.14,85.71
71.84,85.96
72.51,89.29
73.17,90.91
73.83,91.46
74.50,89.02
75.21,85.23
75.90,86.96
76.61,83.57
77.36,80.86
78.14,76.92
78.93,75.57
79.73,74.63
80.57,71.60
81.40,72.12
82.24,71.43
83.04,75.00
83.81,77.92
84.60,75.95
85.39,76.73
86.11,82.64
86.84,82.19
87.59,79.79
88.39,75.00
89.24,71.26
90.08,71.43
90.88,74.63
91.69,74.44
92.50,73.89
93.27,77.92
94.04,77.32
94.85,74.26
95.66,74.44
96.50,71.43
97.36,69.28
98.24,68.49
99.10,69.61
99.97,69.28
100.81,71.09
101.59,77.12
102.38,75.95
103.22,71.09
104.06,71.43
104.88,73.35
105.77,67.87
106.70,64.10
107.58,68.49
108.47,67.57
109.38,65.79
110.26,67.72
111.13,69.12
112.03,66.82
112.95,64.94
113.83,68.34
114.74,65.79
115.68,64.24
116.59,66.08
117.47,67.87
118.38,65.93
119.32,63.97
120.22,66.82
121.11,66.96
122.02,66.08
122.90,68.18
123.80,66.52
124.70,66.52
125.59,67.57
126.46,69.12
127.33,68.65
128.22,67.87
129.07,70.42
129.88,73.71
130.69,74.63
131.48,75.76
132.29,74.26
133.08,75.38
133.83,80.43
134.55,83.57
135.26,84.03
135.99,82.64
136.74,79.37
137.53,76.14
138.34,74.63
139.09,79.79
139.82,81.97
140.57,79.58
141.33,79.37
142.09,79.16
142.82,82.42
143.54,83.10
144.25,84.51
144.95,84.99
145.67,83.57
146.39,84.03
147.08,86.71
147.76,87.98
148.45,86.96
149.15,85.96
149.89,80.65
150.64,80.21
151.38,81.52
152.09,83.80
152.81,83.10
153.52,84.99
154.21,86.71
154.88,90.36
155.55,88.50
156.27,84.03
157.00,81.97
157.81,74.07
158.66,70.59
159.48,73.35
160.34,69.44
161.21,69.28
162.05,71.26
162.91,69.93
163.74,72.46
164.56,72.46
165.42,70.09
166.25,71.94
167.07,73.17
167.89,73.71
168.69,75.19
169.47,76.34
170.25,77.12
171.03,76.92
171.82,75.95
172.62,74.63
173.42,75.57
174.17,80.21
174.92,79.16
175.68,79.16
176.44,78.95
177.15,84.27
177.89,81.52
178.60,84.99
179.32,82.42
180.12,75.00
180.94,73.71
181.81,68.49
182.67,69.77
183.50,72.64
184.35,70.42
185.18,72.12
186.01,72.64
186.84,72.12
187.64,75.00
188.45,74.63
189.24,75.76
190.03,76.14
190.76,81.74
191.50,80.65
192.27,78.74
193.02,79.79
193.84,73.35
194.75,65.36
195.65,66.67
196.57,65.65
197.51,63.69
198.41,66.67
199.29,68.34
200.20,65.93
201.10,66.23
201.97,69.12
202.88,66.23
203.81,64.24
204.71,66.82
205.57,69.44
206.49,65.65
207.43,63.42
208.37,63.83
209.26,67.42
210.16,66.67
211.08,65.36
