tempo_s,bpm_ecg
1.23,79.79
1.97,81.30
2.67,86.21
3.39,82.87
4.12,81.74
4.88,79.16
5.63,80.43
6.33,85.23
7.04,84.51
7.77,82.87
8.52,79.79
9.28,78.95
9.99,83.80
10.71,83.33
11.45,81.74
12.19,80.65
12.92,82.87
13.62,85.47
14.34,83.10
15.09,79.79
15.85,79.16
16.59,81.30
17.34,80.21
18.09,79.79
18.79,85.23
19.47,88.24
20.13,91.46
20.77,93.46
21.42,92.59
22.09,89.55
22.74,91.46
23.38,93.75
24.02,94.04
24.68,91.74
25.36,87.72
26.04,88.50
26.70,90.36
27.37,90.36
28.03,90.36
28.67,93.17
29.30,95.24
29.94,93.75
30.61,89.55
31.30,87.98
32.00,85.47
32.69,86.96
33.37,87.72
34.06,87.72
34.74,87.72
35.42,88.24
36.09,89.55
36.76,89.55
37.43,90.09
38.10,89.29
38.77,89.55
39.42,91.46
40.08,90.91
40.79,84.99
41.54,79.79
42.31,77.92
43.08,77.92
43.84,79.16
44.58,81.30
45.28,85.96
45.96,88.24
46.63,89.55
47.29,90.63
47.96,89.02
48.63,89.82
49.28,92.59
49.94,90.09
50.63,86.96
51.33,86.21
52.04,84.99
52.75,83.57
53.46,84.75
54.14,88.50
54.80,91.19
55.46,90.36
56.13,90.36
56.78,91.46
57.44,91.19
58.10,90.63
58.78,87.98
59.45,90.36
60.09,93.75
60.73,92.88
61.40,90.36
62.07,89.55
62.75,88.24
63.46,84.75
64.17,83.80
64.87,85.47
65.58,84.51
66.30,84.03
67.03,81.74
67.74,84.51
68.43,87.46
69.14,84.75
69.86,82.42
70.59,82.42
71.29,85.47
72.01,83.33
72.73,83.57
73.41,87.98
73.80,155.44
74.09,205.48
74.79,85.96
75.51,83.10
76.24,82.42
76.99,80.00
77.72,82.42
78.43,83.80
79.15,84.03
79.85,84.99
80.57,84.27
81.28,83.57
81.99,85.47
82.71,83.10
83.45,81.08
84.21,78.95
84.95,81.30
85.66,84.51
86.35,86.46
87.05,86.21
87.76,84.27
88.46,84.99
89.19,82.19
89.90,84.99
90.59,86.96
91.29,85.96
91.99,85.71
92.69,84.99
93.39,86.21
94.08,86.46
94.79,84.75
95.50,84.27
96.22,83.33
96.94,83.57
97.63,86.96
98.31,88.50
98.99,87.98
99.68,87.72
100.36,87.21
101.04,88.76
101.71,89.55
102.40,87.46
103.11,83.80
103.83,83.33
104.54,85.23
105.24,84.99
105.97,82.64
106.70,81.97
107.42,83.33
108.13,84.75
108.85,82.87
109.58,82.42
110.31,81.97
111.03,83.10
111.74,84.99
112.47,82.64
113.20,81.52
113.94,80.86
114.68,81.74
115.40,83.10
116.15,80.43
116.90,80.00
117.64,80.65
118.35,84.03
119.07,83.57
119.80,82.64
120.52,83.10
121.24,83.57
121.94,85.47
122.62,88.50
123.29,89.29
123.94,91.74
124.58,94.94
125.19,97.09
125.81,97.09
126.44,96.15
127.07,95.24
127.69,96.46
128.31,96.77
128.94,95.24
129.58,94.04
130.23,91.46
130.90,90.36
131.54,92.59
132.19,93.46
132.84,91.74
133.51,89.55
134.19,88.76
134.86,89.02
135.51,92.02
136.15,94.34
136.79,93.75
137.44,92.59
138.10,90.91
138.76,90.91
139.40,93.46
140.03,94.94
140.67,93.17
141.34,90.09
142.02,88.24
142.70,87.98
143.37,90.36
144.02,92.02
144.68,90.63
145.35,89.29
146.04,87.21
146.73,86.96
147.40,90.09
148.05,92.02
148.71,90.63
149.39,87.72
150.09,85.71
150.79,86.71
151.47,87.72
152.16,86.46
152.88,84.27
153.60,82.87
154.31,84.51
155.00,86.71
155.68,89.02
156.35,88.50
157.04,87.72
157.74,85.71
158.43,86.96
159.10,89.55
159.78,87.98
160.48,85.96
161.21,81.74
161.96,80.65
162.68,82.87
163.40,83.33
164.13,81.74
164.87,81.74
165.60,82.42
166.29,86.71
166.98,86.71
167.69,84.75
168.39,85.96
169.07,87.21
169.74,89.55
170.44,85.71
171.17,82.64
171.91,81.08
172.62,84.03
173.35,82.87
174.08,81.52
174.82,81.52
175.52,85.71
176.22,85.96
176.91,86.71
177.61,86.21
178.32,84.03
179.01,86.96
179.68,89.29
180.36,87.98
181.07,85.47
181.78,83.80
182.50,83.10
183.20,85.71
183.94,81.30
184.70,79.16
185.46,79.16
186.22,79.16
186.93,83.57
187.64,84.99
188.35,84.75
189.04,86.46
189.74,85.96
190.42,88.50
191.09,89.82
191.77,88.24
192.46,86.71
193.15,86.21
193.84,87.98
194.52,87.72
195.24,83.57
196.00,78.53
196.76,78.74
197.49,82.42
198.20,84.51
198.92,84.03
199.64,83.33
200.34,84.99
201.02,87.98
201.69,90.36
202.36,88.76
203.06,86.21
203.78,82.87
204.51,82.87
205.23,82.87
205.97,81.08
206.73,79.37
207.48,79.79
208.19,84.75
208.90,84.27
209.64,81.52
210.40,78.95
211.14,80.21
211.89,80.21
212.65,79.16
213.42,78.33
214.19,77.72
214.93,80.43
215.68,80.21
216.42,80.86
217.18,79.79
217.92,80.65
218.64,83.80
219.35,83.57
220.07,84.03
220.79,83.57
221.48,86.21
222.17,86.71
222.87,86.71
223.56,86.71
224.25,86.21
224.94,87.46
225.62,88.24
226.33,84.99
227.04,83.80
227.77,82.42
228.49,83.80
229.18,86.21
229.88,85.47
230.58,85.71
231.28,86.21
231.98,85.96
232.65,88.76
233.33,88.24
234.03,86.21
234.73,85.47
235.45,83.33
236.17,83.80
236.86,86.21
237.59,82.87
238.31,82.87
239.04,81.97
239.75,84.75
240.44,87.21
241.13,86.96
241.82,86.46
242.51,86.96
243.19,88.76
243.85,90.36
244.53,89.29
245.22,86.96
245.91,86.21
246.61,85.96
247.29,88.50
247.98,86.71
248.70,83.80
249.42,82.64
250.16,81.74
250.86,85.47
251.57,84.03
252.29,83.33
253.03,81.08
253.79,79.37
254.52,82.42
255.22,84.75
255.93,84.99
256.64,84.51
257.34,85.23
258.04,85.96
258.72,88.76
259.40,88.24
260.08,87.98
260.79,84.99
261.49,84.99
262.19,86.21
262.87,87.72
263.57,85.71
264.28,84.75
264.98,85.23
265.69,85.47
266.37,87.46
267.08,84.99
267.78,84.99
268.49,84.51
269.20,84.99
269.89,87.21
270.57,87.72
271.27,85.96
271.98,84.99
272.68,85.23
273.37,87.46
274.04,89.29
274.72,87.72
275.42,85.96
276.12,85.47
276.80,88.24
277.47,90.09
278.14,88.76
278.83,87.72
279.52,86.71
280.20,88.76
280.87,89.29
281.55,87.72
282.24,87.21
282.94,85.71
283.62,87.98
284.31,86.71
285.03,84.27
285.76,81.30
286.50,81.97
287.20,85.71
287.90,84.75
288.63,82.42
289.37,81.08
290.11,81.08
290.83,84.03
291.55,82.42
292.29,81.30
293.05,79.58
293.78,81.74
294.50,83.80
295.22,82.87
295.96,81.52
296.69,81.74
297.39,85.71
298.08,87.21
298.77,86.71
299.47,85.71
300.18,84.99
300.88,85.71
301.57,86.71
302.25,87.72
302.91,90.91
303.58,89.82
304.25,90.09
304.93,88.24
305.59,90.91
306.23,92.88
306.89,91.74
307.56,88.76
308.26,86.46
308.96,85.71
309.62,90.09
310.27,92.02
310.92,92.59
311.58,91.19
312.25,89.82
312.91,90.09
313.57,91.19
314.21,93.75
314.84,96.15
315.45,97.72
316.07,96.46
316.71,94.64
317.35,93.75
318.00,92.02
318.68,87.98
319.39,84.51
320.12,82.42
320.84,82.87
321.56,83.10
322.28,84.03
322.98,85.71
323.66,87.46
324.33,89.55
324.99,91.19
325.63,93.75
326.27,94.34
326.93,90.36
327.67,81.74
328.44,77.32
329.20,78.95
329.99,76.53
330.81,72.64
331.64,72.12
332.42,77.52
333.16,80.43
333.91,80.21
334.64,82.64
335.36,83.57
336.05,86.71
336.73,88.50
337.41,87.72
338.08,90.09
338.73,92.02
339.39,90.63
340.08,86.96
340.78,86.21
341.47,86.71
342.15,87.46
