tempo_s,bpm_ecg
1.21,65.22
2.10,67.72
2.99,67.26
3.87,68.03
4.70,71.94
5.55,70.59
6.39,71.94
7.22,72.12
8.06,71.60
8.91,70.75
9.77,69.44
10.62,70.26
11.47,70.75
12.31,71.77
13.09,77.12
13.86,77.12
14.64,77.32
15.43,75.95
16.25,73.53
17.06,74.07
17.86,74.63
18.66,75.00
19.46,75.00
20.25,76.34
21.04,75.38
21.83,75.95
22.63,75.00
23.44,73.89
24.24,75.00
25.06,73.71
25.85,75.57
26.62,77.72
27.37,80.65
28.11,81.30
28.85,80.21
29.60,80.65
30.36,78.33
31.14,77.72
31.90,78.53
32.67,77.72
33.45,77.52
34.22,77.12
35.00,77.32
35.76,78.74
36.52,79.16
37.29,77.92
38.08,75.95
38.88,75.19
39.69,74.26
40.49,74.81
41.28,75.95
42.06,76.92
42.84,76.73
43.61,78.12
44.39,76.73
45.18,75.57
46.00,73.17
46.85,70.59
47.71,69.77
48.56,71.09
49.41,70.42
50.27,69.77
51.09,72.82
51.91,73.71
52.72,73.89
53.53,74.26
54.33,74.44
55.13,75.00
55.91,77.72
56.70,75.57
57.51,74.26
58.34,72.12
59.16,72.82
60.00,71.77
60.85,70.75
61.69,71.60
62.49,74.26
63.30,74.07
64.09,76.34
64.87,77.12
65.65,76.53
66.45,75.19
67.27,73.35
68.06,75.57
68.89,72.64
69.69,74.63
70.52,72.12
71.38,69.77
72.25,69.61
73.11,69.61
73.96,70.26
74.80,71.94
75.62,73.17
76.43,73.89
77.25,73.17
78.03,76.34
78.84,74.44
79.67,72.29
80.53,70.09
81.41,68.18
82.30,67.11
83.20,66.52
84.05,70.59
84.93,68.34
85.79,69.44
86.66,69.44
87.52,69.61
88.36,71.26
89.19,72.46
89.99,74.63
90.80,74.81
91.62,72.82
92.45,72.29
93.29,71.77
94.13,71.43
94.96,71.94
95.76,74.63
96.57,74.07
97.39,73.35
98.22,72.82
99.04,73.17
99.84,74.44
100.63,76.34
101.40,77.52
102.18,76.73
102.99,74.81
103.79,74.81
104.61,72.82
105.48,68.81
106.36,68.49
107.25,67.42
108.13,67.87
108.98,71.26
109.80,72.99
110.62,73.35
111.45,72.12
112.27,72.64
113.10,72.64
113.94,71.60
114.78,71.26
115.62,71.77
116.45,72.29
117.30,70.59
118.14,71.09
118.99,70.92
119.84,70.42
120.71,68.65
121.58,69.28
122.40,72.64
123.22,73.71
124.04,73.17
124.86,73.17
125.68,72.82
126.50,73.17
127.36,69.61
128.23,69.12
129.08,70.75
129.95,69.28
130.79,70.92
131.64,70.75
132.46,73.17
133.30,71.77
134.15,70.26
135.02,69.28
135.87,70.26
136.74,69.12
137.60,69.93
138.41,73.89
139.23,73.35
140.06,72.29
140.90,71.43
141.74,71.43
142.57,71.77
143.39,73.17
144.19,75.00
144.99,74.81
145.80,74.63
146.61,74.07
147.42,73.89
148.25,72.46
149.06,73.53
149.86,75.76
150.65,75.57
151.46,73.71
152.26,75.76
153.05,75.95
153.84,75.38
154.64,75.19
155.46,73.53
156.26,74.63
157.06,75.19
157.87,73.89
158.72,70.92
159.55,71.77
160.35,75.57
161.16,74.07
161.94,76.14
162.72,77.72
163.49,77.92
164.25,78.12
165.04,76.53
165.84,74.63
166.65,73.89
167.49,71.43
168.34,71.26
169.17,72.12
170.04,69.12
170.92,67.87
171.76,71.60
172.61,70.75
173.46,70.09
174.30,71.26
175.14,71.94
175.96,72.99
176.78,72.99
177.62,71.94
178.47,70.42
179.34,68.49
180.22,68.49
181.09,68.65
181.94,70.92
182.82,68.18
183.70,68.34
184.57,68.97
185.43,69.93
186.26,72.12
187.08,72.82
187.91,72.82
188.71,74.63
189.50,76.14
190.27,77.32
191.06,76.34
191.88,73.17
192.72,71.60
193.58,69.77
194.42,71.09
195.28,70.26
196.10,73.17
196.93,72.29
