tempo_s,bpm_ecg
1.24,62.24
2.22,61.22
3.18,62.11
4.16,61.60
5.14,61.10
6.12,61.22
7.09,61.86
8.07,60.98
9.06,60.61
10.02,62.37
10.97,63.56
11.89,65.08
12.80,65.79
13.71,65.93
14.61,67.11
15.48,68.65
16.35,69.12
17.23,67.87
18.13,66.52
19.04,66.37
19.96,64.79
20.88,65.50
21.81,64.52
22.74,64.79
23.67,64.38
24.58,65.65
25.50,65.22
26.41,66.37
27.32,65.93
28.24,65.08
29.17,64.38
30.12,63.42
31.05,64.52
31.99,63.56
32.92,64.66
33.84,65.36
34.75,65.36
35.66,66.52
36.56,66.52
37.44,68.34
38.32,68.03
39.22,66.52
40.11,67.26
41.02,66.23
41.92,66.23
42.85,64.66
43.77,65.08
44.69,65.22
45.60,66.37
46.49,67.11
47.38,67.87
48.26,67.87
49.12,69.44
50.00,68.49
50.87,68.97
51.74,69.28
52.61,68.81
53.49,68.03
54.38,67.72
55.26,68.18
56.13,68.81
56.96,71.77
57.82,70.09
58.70,68.34
59.58,67.72
60.48,66.96
61.37,67.11
62.24,68.97
63.12,68.65
63.99,68.65
64.87,68.34
65.75,68.34
66.63,67.72
67.51,68.65
68.38,68.49
69.24,69.93
70.10,69.93
70.94,71.26
71.79,71.09
72.65,69.28
73.51,70.09
74.37,69.28
75.27,66.67
76.16,67.57
77.07,65.93
77.98,65.93
78.88,66.82
79.79,66.23
80.69,66.37
81.58,67.11
82.47,67.72
83.35,67.87
84.23,68.18
85.11,68.65
85.99,68.03
86.86,68.81
87.74,68.03
88.61,69.12
89.50,67.42
90.37,68.81
91.25,68.81
92.12,68.49
92.99,69.28
93.85,69.44
94.71,69.77
95.57,69.77
96.44,68.97
97.31,69.44
98.19,68.18
99.07,67.72
99.96,67.72
100.85,67.42
101.74,67.57
102.61,68.65
103.48,69.12
104.33,70.09
105.18,70.92
106.02,71.09
106.88,70.42
107.74,69.77
108.64,66.23
109.56,65.08
110.47,66.23
111.37,66.37
112.30,64.66
113.19,67.26
114.09,66.96
114.97,67.87
115.86,67.72
116.75,67.26
117.65,67.11
118.54,67.42
119.44,66.67
120.33,67.26
121.22,67.42
122.08,69.44
122.96,68.49
123.83,68.81
124.72,67.72
125.61,66.82
126.51,66.67
127.39,68.49
128.28,67.26
129.19,66.37
130.11,64.66
131.06,63.69
131.98,64.79
132.90,65.65
133.80,66.37
134.71,66.23
135.63,65.22
136.53,66.08
137.43,66.67
138.35,65.50
139.25,66.82
140.16,65.50
141.08,65.65
141.98,66.37
142.89,66.08
143.79,66.82
144.66,68.49
145.53,68.97
146.42,67.87
147.32,66.82
148.22,66.37
149.12,66.52
150.00,68.34
150.87,68.65
151.73,69.77
152.61,68.18
153.46,70.92
154.30,71.60
155.15,70.42
156.01,69.77
156.91,66.52
157.82,66.08
158.81,60.48
159.80,60.73
160.75,62.89
161.69,63.97
162.62,64.79
163.52,66.67
164.41,67.11
165.31,67.11
166.21,66.52
167.09,68.18
168.01,64.94
168.93,65.65
169.87,63.29
170.83,62.50
171.79,62.76
172.75,62.24
173.70,63.42
174.64,63.69
175.58,64.24
176.50,65.08
177.42,65.08
178.34,65.36
179.28,63.56
180.26,61.10
181.24,61.73
182.21,61.86
183.16,62.63
184.10,63.83
185.03,64.66
185.96,64.38
186.90,64.24
187.84,63.97
188.78,63.42
189.72,63.69
190.68,62.89
191.62,63.69
192.57,62.89
193.52,63.56
194.45,64.24
195.39,64.10
196.31,65.22
197.24,64.24
198.18,63.97
199.11,64.66
200.04,64.24
200.96,65.36
201.89,64.24
202.82,64.52
203.75,64.79
204.66,66.08
205.54,67.72
206.42,68.81
207.28,69.61
208.12,70.92
208.96,72.12
209.76,74.26
210.58,73.53
211.41,72.46
212.27,69.44
213.16,67.26
214.05,68.03
214.94,67.11
215.83,67.57
216.72,67.57
217.62,66.08
218.54,65.79
219.46,65.22
220.37,65.65
221.29,65.36
222.22,64.24
223.16,63.83
224.09,64.52
225.00,65.93
225.93,64.66
226.87,63.97
227.79,64.79
228.73,64.24
229.64,65.65
230.57,64.38
231.50,65.08
232.41,65.36
233.36,63.29
234.30,64.24
235.24,63.29
236.20,62.50
237.16,62.76
238.11,62.89
239.07,62.76
240.00,64.24
240.94,63.97
241.87,64.94
242.79,64.66
243.72,64.79
244.64,64.94
245.57,64.94
246.49,65.22
247.41,65.08
248.32,66.08
249.25,64.66
250.17,64.79
251.08,65.79
252.00,65.50
252.95,63.42
253.92,61.86
254.85,63.97
255.80,63.29
256.72,65.36
257.63,66.08
258.54,66.08
259.45,65.36
260.37,65.79
261.25,67.72
262.12,69.28
262.98,69.61
263.86,68.03
264.74,68.49
265.63,66.96
266.54,66.37
267.44,66.37
268.36,65.65
269.25,67.11
270.14,67.57
271.03,66.96
271.92,68.03
272.79,68.49
273.67,68.18
274.54,68.97
275.41,68.97
276.29,68.65
277.16,68.49
278.07,65.93
278.98,66.08
279.90,65.50
280.80,66.08
281.73,65.08
282.63,66.52
283.53,66.82
284.41,67.57
285.31,66.82
286.20,67.42
287.09,67.42
287.99,66.96
288.87,68.18
289.74,69.12
290.61,68.81
291.48,68.81
292.37,67.72
293.24,68.97
294.11,68.65
294.99,68.03
295.88,67.26
296.77,67.72
297.66,67.42
298.54,68.03
299.43,67.87
300.32,67.42
301.20,68.18
302.10,66.23
302.99,67.87
303.85,69.61
304.74,67.57
305.64,66.37
306.56,65.50
307.48,64.66
308.41,65.08
309.33,64.94
310.25,65.08
311.18,64.94
312.08,66.08
312.99,66.52
313.89,66.67
314.79,66.23
315.69,66.82
316.61,65.50
317.51,66.52
318.41,66.82
319.30,67.11
320.19,67.57
321.07,68.03
321.98,65.65
322.91,64.52
323.85,63.83
324.80,63.16
325.74,64.24
326.66,64.79
327.59,64.79
328.50,66.23
329.38,68.03
330.26,67.72
331.13,68.97
331.99,70.26
332.85,69.28
333.72,69.28
334.61,67.72
335.50,67.26
336.39,67.42
337.28,67.11
338.18,67.11
339.10,64.94
340.02,65.50
340.93,65.36
341.87,64.24
342.80,64.52
343.70,66.37
344.60,67.11
345.47,68.65
346.33,69.44
347.21,68.49
348.08,68.97
348.96,68.18
349.83,68.65
350.72,67.57
351.64,65.65
352.55,65.79
353.46,65.93
354.34,68.03
355.23,67.42
356.10,68.97
356.94,71.43
357.79,70.42
358.64,71.09
359.47,71.77
360.34,69.44
361.23,67.26
362.13,66.23
363.03,66.96
363.94,65.65
364.87,65.08
365.79,65.22
366.69,66.52
367.57,68.34
368.43,69.12
369.29,69.93
370.13,71.26
370.97,71.60
371.82,71.09
372.67,70.59
373.57,66.23
374.50,64.52
375.42,65.50
376.35,64.24
377.26,65.79
378.14,68.65
379.01,68.65
379.85,71.26
380.66,74.26
381.49,72.82
382.29,74.63
383.11,72.99
383.94,72.12
384.80,70.26
385.68,68.18
386.58,66.82
387.47,66.96
388.37,66.67
389.26,67.42
390.14,68.65
390.99,70.26
391.85,70.09
392.71,69.44
393.58,69.28
394.45,68.97
395.33,68.03
396.23,66.23
397.14,66.23
398.05,65.65
398.98,65.08
399.89,65.65
400.79,66.67
401.66,69.12
402.52,69.61
403.37,70.59
404.20,72.46
405.05,70.09
405.91,70.26
406.77,69.28
407.65,68.18
408.54,67.42
409.43,67.42
410.32,67.72
411.19,68.81
412.06,68.97
412.94,68.34
413.82,68.18
414.70,68.03
415.57,69.44
416.41,71.26
417.21,74.44
418.02,74.63
418.83,74.07
419.65,73.35
420.49,71.26
421.34,70.09
422.21,69.61
423.12,65.79
424.05,64.38
424.97,64.94
425.93,62.89
426.86,64.10
427.78,65.36
428.70,65.22
429.60,66.67
430.48,68.49
431.37,67.11
432.26,67.72
433.17,65.79
434.09,65.36
435.02,64.24
435.96,63.69
436.89,64.79
437.84,63.29
438.76,64.79
439.70,64.38
440.62,64.94
441.53,66.23
442.43,66.23
443.35,65.65
444.24,67.26
445.14,66.23
446.03,67.57
446.88,70.59
447.78,67.11
448.68,66.52
449.59,66.08
450.49,66.52
451.37,67.72
452.26,67.87
453.15,67.57
454.03,67.72
454.92,67.57
455.84,65.50
456.78,63.42
457.72,64.24
458.66,63.42
459.57,66.08
460.48,65.65
461.38,66.67
462.26,68.81
463.15,67.11
464.05,66.82
464.95,66.37
465.84,67.26
466.74,67.11
467.60,69.28
468.46,69.93
469.32,69.93
470.14,72.82
470.98,71.77
471.82,71.60
472.63,73.71
473.43,74.81
474.22,76.53
474.99,78.12
475.77,76.92
476.55,76.73
477.39,71.43
478.29,66.23
479.30,59.64
480.30,60.00
481.30,60.24
482.28,60.98
483.23,63.16
484.17,64.10
485.09,64.94
485.99,66.67
486.88,67.11
