tempo_s,bpm_ecg
1.24,72.29
2.07,71.94
2.94,69.28
3.75,73.89
4.62,68.65
5.48,69.61
6.35,69.44
7.21,69.61
8.01,75.19
8.84,72.12
9.75,65.65
10.69,64.10
11.59,66.37
12.46,68.97
13.32,70.42
14.14,73.17
14.85,83.57
15.57,83.80
16.29,82.87
17.03,81.30
17.76,82.19
18.49,82.42
19.25,79.16
20.04,75.38
20.83,76.73
21.58,79.37
22.35,78.33
23.11,78.33
23.86,80.21
24.61,80.43
25.31,84.99
26.06,80.65
26.83,77.32
27.64,74.63
28.45,73.71
29.31,69.61
30.16,70.75
31.01,70.92
31.86,70.59
32.70,71.26
33.53,72.46
34.31,77.12
35.06,79.79
35.80,81.30
36.53,81.30
37.26,82.87
37.98,83.10
38.72,80.65
39.52,75.38
40.36,71.26
41.19,72.29
41.97,76.73
42.72,80.00
43.44,83.33
44.16,83.33
44.86,86.21
45.57,84.03
46.28,84.51
46.94,91.46
47.60,91.46
48.29,86.46
48.99,86.21
49.69,85.71
50.43,80.21
51.22,76.73
51.99,77.72
52.70,84.03
53.41,84.51
54.13,83.33
54.89,79.37
55.70,74.26
56.53,72.29
57.35,72.82
58.17,73.35
59.00,71.94
59.84,71.43
60.66,72.99
61.47,74.81
62.26,75.76
63.00,80.65
63.75,80.00
64.50,80.00
65.26,79.16
66.04,77.32
66.79,79.79
67.51,82.64
68.27,79.79
68.98,84.27
69.70,82.64
70.45,80.86
71.22,77.92
71.95,82.19
72.67,82.87
73.40,81.74
74.15,80.21
74.89,81.52
75.63,81.08
76.35,82.64
77.07,83.80
77.79,82.87
78.51,84.27
79.23,82.42
79.97,81.52
80.71,81.30
81.46,79.58
82.22,79.16
83.03,74.26
83.85,72.82
84.71,70.09
85.53,72.64
86.35,73.17
87.13,77.12
87.85,83.33
88.52,89.82
89.20,88.24
89.91,84.99
90.64,81.74
91.42,76.73
92.16,81.30
92.91,79.58
93.69,77.72
94.47,76.53
95.22,80.43
95.97,79.79
96.67,85.47
97.37,85.71
98.09,83.33
98.83,80.65
99.58,80.86
100.33,79.16
101.05,83.80
101.79,81.30
102.57,76.92
103.37,75.19
104.16,75.19
104.93,77.92
105.67,81.08
106.39,84.03
107.07,88.50
107.75,87.46
108.41,91.74
109.05,92.59
109.71,91.74
110.37,91.19
111.10,81.30
111.96,70.42
112.80,70.92
113.73,64.94
114.62,66.82
115.52,67.26
116.37,70.42
117.17,75.00
117.96,75.95
118.74,76.92
119.52,77.12
120.25,81.97
120.93,88.24
121.63,85.96
122.34,83.80
123.13,76.53
123.94,73.71
124.74,75.38
125.51,77.32
126.23,83.80
126.91,87.46
127.64,82.87
128.39,80.21
129.15,78.12
129.95,75.00
130.79,71.94
131.64,70.42
132.51,68.81
133.40,67.87
134.26,69.44
135.12,69.77
135.90,76.92
136.67,77.92
137.45,76.92
138.30,70.26
139.25,63.16
140.23,61.73
141.20,61.48
142.20,60.00
143.20,60.12
144.18,61.35
145.13,63.29
146.01,67.72
146.88,68.97
147.69,74.63
148.44,80.00
149.21,77.52
150.02,74.26
150.90,68.34
151.84,63.56
152.79,62.89
153.78,60.98
154.71,64.38
155.61,66.37
156.53,65.50
157.45,65.22
158.35,66.67
159.14,76.14
159.92,76.92
160.70,76.92
161.50,74.81
162.34,71.26
163.20,69.61
164.05,71.26
164.83,76.14
165.62,76.73
166.36,80.21
167.10,81.97
167.80,85.23
168.56,79.16
169.39,71.77
170.31,65.36
171.26,63.29
172.21,62.89
173.07,70.42
173.89,72.99
174.72,72.46
175.53,74.07
176.30,77.72
177.04,81.30
177.79,79.58
178.54,80.00
179.26,83.80
179.92,90.09
180.61,87.46
181.30,87.21
182.00,85.47
182.72,83.57
183.41,86.21
184.10,87.72
184.81,84.51
185.49,87.98
186.14,92.31
186.83,86.71
187.54,84.03
188.30,78.95
