tempo_s,bpm_ecg
1.30,84.27
2.01,84.27
2.70,86.46
3.41,84.51
4.13,84.27
4.82,86.71
5.52,84.99
6.24,83.57
6.96,83.80
7.67,83.80
8.42,80.00
9.16,81.74
9.90,81.08
10.64,80.86
11.35,84.27
12.07,83.33
12.79,83.80
13.49,85.47
14.19,85.47
14.90,84.27
15.61,84.51
16.31,86.71
17.02,83.80
17.74,83.10
18.45,84.51
19.17,83.33
19.91,81.74
20.62,83.80
21.34,83.33
22.05,85.23
22.71,90.36
23.35,93.46
23.99,94.94
24.61,95.54
25.25,94.04
25.90,92.31
26.56,91.74
27.21,91.19
27.89,89.02
28.58,86.71
29.26,88.50
29.95,87.21
30.64,86.71
31.31,89.82
31.97,90.36
32.62,91.74
33.28,91.74
33.93,91.46
34.59,91.74
35.23,92.88
35.88,93.46
36.54,90.09
37.22,88.50
37.91,86.71
38.63,84.03
39.35,82.87
40.08,82.42
40.80,82.87
41.50,86.21
42.18,87.98
42.83,92.02
43.48,93.17
44.12,93.17
44.77,92.88
45.43,90.63
46.10,89.55
46.76,90.36
47.44,89.02
48.13,86.21
48.82,86.71
49.52,85.96
50.22,86.21
50.90,88.24
51.57,88.76
52.25,89.02
52.91,90.91
53.56,92.31
54.20,93.46
54.82,96.46
55.45,95.54
56.09,94.34
56.71,95.54
57.36,93.17
58.03,88.76
58.73,86.46
59.42,86.96
60.12,84.99
60.82,85.71
61.53,85.47
62.24,84.51
62.92,88.24
63.59,89.29
64.25,90.36
64.91,90.63
65.56,92.31
66.21,92.59
66.87,90.91
67.52,92.31
68.19,90.36
68.88,86.71
69.57,86.46
70.25,88.50
70.94,87.46
71.63,86.21
72.31,88.76
72.98,89.29
73.65,90.09
74.30,91.46
74.95,92.31
75.61,91.74
76.26,91.46
76.91,92.02
77.58,90.36
78.26,88.50
78.95,86.46
79.65,85.47
80.37,83.33
81.06,86.71
81.72,90.91
82.38,90.91
83.04,91.74
83.68,94.04
84.32,92.59
84.97,92.88
85.60,94.64
86.24,94.34
86.88,93.46
87.54,91.46
88.20,90.63
88.86,90.91
89.50,93.75
90.14,94.04
90.78,93.17
91.42,94.64
92.05,94.64
92.69,94.04
93.32,94.64
93.95,95.24
94.57,97.09
95.19,97.40
95.80,97.09
96.43,96.46
97.04,97.09
97.66,97.40
98.27,97.72
98.88,99.01
99.49,99.01
100.09,99.34
100.69,100.33
101.29,100.00
101.89,99.01
102.51,97.40
103.13,97.09
103.75,95.85
104.40,92.59
105.06,91.74
105.71,92.02
106.36,91.46
107.02,91.74
107.66,92.88
108.30,93.75
108.95,93.46
109.59,93.17
110.23,93.17
110.89,91.19
111.56,90.09
112.22,90.63
112.89,89.55
113.58,86.96
114.28,86.21
114.95,88.50
115.63,88.50
116.30,90.09
116.96,90.36
117.62,91.19
118.27,92.59
118.92,91.46
119.57,93.17
120.22,92.59
120.86,93.17
121.50,93.46
122.14,94.04
122.77,95.54
123.40,95.54
124.02,96.15
124.64,96.15
125.27,95.24
125.88,98.36
126.50,97.40
127.12,96.46
127.73,98.68
128.36,95.85
129.00,92.88
129.66,91.74
130.32,89.82
131.02,86.71
131.72,84.75
132.40,88.50
133.08,88.50
133.75,89.55
134.39,94.34
135.01,96.15
135.63,97.40
136.24,98.36
136.85,97.40
137.48,96.15
138.10,95.54
138.75,93.17
139.43,87.46
140.13,85.71
140.84,85.47
141.57,81.74
142.32,80.43
143.07,79.37
143.81,81.52
144.55,81.30
145.25,84.99
145.94,87.72
146.63,86.71
147.31,88.50
147.97,90.09
148.63,90.63
149.32,87.72
150.03,84.51
150.75,82.87
151.48,82.64
152.18,85.71
152.89,83.80
153.62,82.87
154.32,84.99
155.04,83.33
155.76,84.27
156.48,82.64
157.22,81.52
157.95,81.52
158.67,83.80
159.38,84.27
160.07,86.96
160.74,89.55
161.40,90.91
162.07,90.09
162.75,88.50
163.44,86.96
164.17,81.52
164.92,80.21
165.66,81.30
166.40,80.43
167.15,80.21
167.87,83.57
168.56,86.96
169.24,88.50
169.88,92.88
170.52,94.04
171.16,94.64
171.79,94.04
172.46,90.09
173.19,81.74
173.94,80.21
174.70,79.58
175.49,75.19
176.27,77.72
177.06,75.19
177.84,77.12
178.58,80.86
179.33,80.00
180.07,81.08
180.80,82.42
181.52,84.03
182.20,87.98
182.87,89.82
183.52,91.74
184.16,93.17
184.80,94.34
185.43,95.24
186.06,94.94
186.68,97.09
187.29,98.68
187.91,96.77
188.53,97.09
189.16,94.64
189.80,94.34
190.42,96.77
191.02,99.01
191.62,99.67
192.23,99.67
192.83,99.67
193.43,99.34
194.05,97.40
194.67,96.15
195.28,98.04
195.90,96.77
196.53,96.46
197.16,95.24
197.79,94.64
198.42,94.94
199.04,96.46
199.65,98.68
200.26,98.36
200.88,97.09
201.50,96.77
202.13,95.85
202.74,97.09
203.34,100.00
203.94,100.67
204.53,101.35
205.11,103.81
205.69,103.45
206.27,103.81
206.85,103.09
207.43,103.09
208.02,102.74
208.61,101.35
209.21,100.00
209.81,100.00
210.41,100.33
211.00,101.01
211.59,101.35
212.18,102.04
212.76,102.74
213.36,100.33
213.98,97.72
214.60,95.85
215.24,93.46
215.90,91.74
216.56,90.63
217.24,88.24
217.92,88.50
218.58,91.19
219.24,90.36
219.91,89.02
220.56,92.31
221.21,93.17
221.83,96.77
222.44,98.36
223.05,97.40
223.66,99.34
224.28,96.77
224.91,94.64
225.56,92.02
226.22,91.19
226.88,91.46
227.52,93.17
228.18,91.46
228.82,93.17
229.47,92.59
230.11,93.75
230.76,92.31
231.41,92.02
232.07,91.74
232.72,91.46
233.36,94.64
234.00,92.88
234.66,91.46
235.33,89.55
236.01,87.46
236.71,86.21
237.41,85.71
238.11,85.71
238.80,87.46
239.47,89.29
240.15,87.98
240.83,88.76
241.48,91.19
242.12,94.64
242.76,94.04
243.40,93.46
244.04,93.75
244.68,93.17
245.35,89.82
246.04,87.21
246.72,88.24
247.42,84.99
248.15,82.42
248.86,84.51
249.61,79.79
250.36,80.21
251.08,83.57
251.81,82.19
252.54,81.74
253.25,84.75
253.95,85.47
254.67,83.57
255.41,81.30
256.13,83.33
256.85,83.33
257.61,78.95
258.36,80.00
