tempo_s,bpm_ecg
1.64,74.81
2.41,77.72
3.20,76.53
4.00,74.81
4.81,74.07
5.58,78.12
6.31,82.19
7.05,81.08
7.82,77.12
8.64,73.71
9.45,73.53
10.26,74.07
11.05,75.95
11.87,73.89
12.69,72.64
13.49,74.81
14.33,71.94
15.21,67.87
16.10,67.87
16.98,67.57
17.88,67.26
18.76,68.03
19.63,68.81
20.43,74.63
21.20,77.92
22.01,74.81
22.78,77.12
23.62,71.77
24.43,73.71
25.31,68.65
26.16,70.42
27.01,70.75
27.86,70.09
28.69,72.29
29.57,68.34
30.41,71.94
31.24,71.94
32.08,71.43
32.91,71.94
33.74,72.29
34.61,69.12
35.43,73.17
36.29,70.09
37.10,73.53
37.96,70.42
38.83,68.81
39.73,66.82
40.63,66.23
41.47,71.94
42.30,71.60
43.10,75.38
43.89,75.57
44.71,73.89
45.51,74.63
46.30,75.76
47.07,77.92
47.81,81.52
48.54,81.52
49.30,79.58
50.10,74.81
50.89,76.14
51.69,75.00
52.50,73.71
53.27,77.92
54.05,76.92
54.89,71.26
55.70,74.63
56.51,74.26
57.32,73.53
58.10,77.32
58.88,77.12
59.70,72.46
60.52,73.89
61.36,71.09
62.18,72.82
63.03,70.92
63.89,69.44
64.72,72.29
65.59,69.28
66.43,71.09
67.26,72.82
68.09,72.29
68.88,76.14
69.64,78.33
70.41,78.12
71.20,76.34
72.01,73.89
72.81,74.44
73.65,71.60
74.48,72.46
75.28,74.63
76.12,72.12
76.91,75.19
77.72,74.07
78.52,75.76
79.32,74.81
80.13,73.71
80.94,74.26
81.72,77.12
82.51,75.57
83.31,75.19
84.10,76.34
84.87,77.52
85.63,78.74
86.34,84.27
87.04,86.46
87.73,86.71
88.43,85.96
89.12,86.71
89.89,77.72
90.72,72.82
91.51,75.76
92.31,74.44
93.17,69.77
94.00,72.46
94.80,75.00
95.63,72.46
96.43,75.19
97.25,72.64
98.08,72.46
98.91,72.46
99.71,75.38
100.48,77.92
101.26,76.14
102.06,75.57
102.80,80.43
103.55,80.00
104.31,79.79
105.08,77.52
105.84,78.53
106.63,76.53
107.43,74.44
108.26,72.82
109.04,76.73
109.85,73.71
110.69,71.43
111.53,71.43
112.35,73.17
113.19,71.60
114.03,71.77
114.84,73.71
115.68,71.94
116.52,70.75
117.35,72.29
118.21,70.42
119.05,71.09
119.86,73.71
120.67,74.44
121.43,78.74
122.19,79.16
122.96,77.92
123.72,78.53
124.50,77.52
125.30,74.81
126.09,75.95
126.91,72.99
127.70,76.34
128.48,77.12
129.27,75.19
130.06,76.14
130.84,76.92
131.64,75.00
132.49,70.92
133.31,72.99
134.12,74.26
134.92,75.19
135.71,75.19
136.49,77.52
137.27,76.92
138.05,76.73
138.84,76.34
139.66,72.46
140.47,74.81
141.29,73.17
142.13,70.92
142.95,73.17
143.78,72.29
144.64,70.26
145.45,73.89
146.21,78.53
147.00,76.53
147.78,76.53
148.54,78.53
149.32,77.72
150.08,78.95
150.82,80.21
151.61,76.34
152.40,75.57
153.18,77.12
153.98,74.81
154.75,78.33
155.50,79.79
156.24,81.08
156.92,87.98
157.59,89.55
158.27,89.02
158.97,85.71
159.68,84.27
160.40,83.80
161.11,84.51
161.80,86.46
162.49,87.21
163.17,87.98
163.82,92.31
164.47,92.02
165.15,88.24
165.85,86.46
166.51,90.36
167.21,85.23
167.97,79.79
168.71,80.43
169.42,84.51
170.16,81.74
170.87,83.57
171.60,82.19
172.35,80.00
173.11,79.58
173.85,81.30
174.58,81.30
175.27,87.46
175.95,88.76
176.63,87.72
177.30,90.09
177.98,87.98
178.69,84.75
179.41,83.33
180.12,84.51
180.81,86.96
181.49,87.98
182.17,87.46
182.87,86.46
183.56,86.71
184.26,85.71
184.92,90.36
185.58,92.02
186.28,85.71
187.04,78.95
187.84,74.81
188.67,72.12
189.45,77.12
190.26,73.71
191.08,73.53
